,months_as_customer,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,injury_claim,property_claim,vehicle_claim,fraud_reported
287,219,100/300,500,1134.91,0,FEMALE,Associate,transport-moving,not-in-family,68700,0,Vehicle Theft,Rear Collision,Trivial Damage,None,6,1,NO,1,0,NO,640,640,5120,N
288,88,250/500,1000,1194.0,0,FEMALE,JD,handlers-cleaners,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,6,1,YES,1,2,YES,7420,7420,51940,Y
289,40,500/1000,1000,1248.25,4000000,FEMALE,College,sales,own-child,0,-33300,Parked Car,Rear Collision,Minor Damage,Police,8,1,NO,0,2,NO,1460,1460,5840,N
290,284,100/300,500,1338.54,-1000000,MALE,Associate,machine-op-inspct,wife,0,0,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,13,1,YES,0,1,NO,8560,17120,68480,N
291,59,250/500,2000,782.23,0,MALE,College,protective-serv,other-relative,64200,-32300,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,NO,0,2,NO,5730,11460,34380,N
292,39,250/500,2000,1366.9,0,FEMALE,High School,handlers-cleaners,husband,0,-15700,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,14,3,NO,1,0,NO,10540,10540,31620,Y
293,147,500/1000,1000,1275.81,0,MALE,High School,sales,wife,0,-48300,Single Vehicle Collision,Side Collision,Minor Damage,Fire,13,1,YES,2,2,NO,15540,15540,69930,N
294,156,250/500,500,1090.65,0,MALE,High School,exec-managerial,unmarried,0,-51800,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,16,4,NO,1,2,YES,5340,5340,42720,Y
295,123,250/500,500,1326.0,0,FEMALE,Associate,prof-specialty,wife,0,-54600,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,NO,1,2,NO,12020,12020,48080,N
296,231,250/500,2000,972.47,0,MALE,College,protective-serv,wife,0,-58100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,YES,2,2,YES,7710,15420,53970,N
297,247,100/300,500,806.31,0,FEMALE,College,handlers-cleaners,wife,0,0,Parked Car,Rear Collision,Trivial Damage,Police,3,1,NO,2,3,NO,600,0,2700,N
298,194,500/1000,500,1416.24,0,FEMALE,MD,adm-clerical,not-in-family,0,0,Parked Car,Rear Collision,Minor Damage,None,7,1,YES,1,0,NO,1080,540,4320,N
299,119,250/500,2000,1097.64,0,MALE,High School,transport-moving,other-relative,27100,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,16,2,NO,1,0,NO,7080,21240,35400,N
300,259,100/300,500,947.75,0,FEMALE,Masters,farming-fishing,not-in-family,0,-39300,Vehicle Theft,Rear Collision,Trivial Damage,Police,15,1,NO,1,3,NO,1280,640,5760,N
301,107,100/300,2000,1018.73,5000000,MALE,Associate,handlers-cleaners,own-child,20000,-82700,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,1,2,NO,14420,21630,57680,N
302,48,100/300,2000,1400.74,0,MALE,College,sales,other-relative,34000,-55600,Multi-vehicle Collision,Rear Collision,Major Damage,Police,23,3,YES,0,2,NO,17460,17460,52380,N
303,267,250/500,500,1155.53,5000000,MALE,JD,transport-moving,wife,0,-35200,Parked Car,Rear Collision,Trivial Damage,Police,5,1,NO,0,2,NO,1260,630,3780,N
304,286,250/500,500,1386.93,0,MALE,High School,priv-house-serv,husband,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,YES,0,0,NO,13160,6580,46060,N
305,175,100/300,500,915.29,0,FEMALE,JD,handlers-cleaners,wife,82400,-57100,Single Vehicle Collision,Front Collision,Major Damage,Other,14,1,NO,2,1,YES,4080,4080,28560,Y
306,111,250/500,500,1239.55,2000000,FEMALE,PhD,farming-fishing,own-child,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,1,1,NO,1,1,YES,4800,9600,38400,Y
307,151,250/500,500,1366.42,0,FEMALE,Associate,protective-serv,unmarried,44000,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,14,3,NO,1,2,YES,5910,5910,47280,Y
308,156,500/1000,1000,1086.48,6000000,MALE,Associate,machine-op-inspct,unmarried,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,17,3,NO,1,1,YES,14080,7040,56320,N
309,165,250/500,2000,1247.87,0,MALE,Masters,armed-forces,husband,0,-39700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,20,3,NO,2,2,NO,4570,4570,36560,N
310,253,100/300,2000,1312.75,0,FEMALE,PhD,sales,other-relative,81300,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,10,3,NO,2,2,YES,7340,14680,58720,Y
311,10,100/300,2000,765.64,0,MALE,MD,sales,not-in-family,0,-22200,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,0,3,NO,2850,5700,22800,Y
312,158,100/300,2000,1327.41,0,FEMALE,Associate,handlers-cleaners,other-relative,0,-38600,Single Vehicle Collision,Side Collision,Total Loss,Other,0,1,NO,0,0,NO,3500,7000,24500,N
313,436,500/1000,1000,1338.55,0,MALE,PhD,protective-serv,own-child,39000,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,10,3,NO,2,2,NO,13600,6800,47600,N
314,91,250/500,2000,1316.63,8000000,FEMALE,Masters,machine-op-inspct,unmarried,43900,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,13,3,YES,2,0,NO,13000,13000,58500,N
315,256,500/1000,1000,1286.44,0,FEMALE,MD,transport-moving,wife,0,-39500,Single Vehicle Collision,Rear Collision,Minor Damage,Police,14,1,NO,2,1,NO,7550,15100,52850,N
316,274,500/1000,1000,1372.18,0,MALE,High School,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,NO,1,3,NO,15100,15100,60400,N
317,275,500/1000,2000,1447.77,0,FEMALE,Associate,adm-clerical,wife,39400,-63900,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,8,3,YES,1,1,NO,5360,10720,48240,N
318,1,250/500,500,903.32,0,FEMALE,High School,transport-moving,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,1,3,NO,1,0,NO,6340,3170,22190,N
319,85,500/1000,1000,1454.42,0,MALE,Associate,protective-serv,other-relative,51600,-73900,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,YES,0,1,YES,12380,12380,49520,Y
320,233,100/300,2000,1603.42,0,FEMALE,High School,sales,wife,61600,-30200,Single Vehicle Collision,Front Collision,Total Loss,Fire,17,1,YES,0,2,YES,13420,6710,60390,N
321,142,250/500,2000,1616.58,0,MALE,JD,adm-clerical,husband,58500,-46800,Multi-vehicle Collision,Rear Collision,Major Damage,Other,13,3,YES,0,3,YES,6360,12720,44520,N
322,266,250/500,500,1611.83,0,MALE,High School,handlers-cleaners,husband,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,4,1,NO,1,2,YES,3280,3280,26240,N
323,350,500/1000,500,889.13,0,FEMALE,Masters,priv-house-serv,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,14,3,NO,0,2,NO,9820,4910,29460,N
324,97,250/500,1000,1252.08,0,MALE,College,exec-managerial,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,4,2,YES,2,2,NO,10080,5040,35280,Y
325,399,500/1000,2000,995.56,0,MALE,JD,tech-support,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,1,1,YES,17680,8840,61880,N
326,305,100/300,2000,1347.92,0,FEMALE,High School,farming-fishing,own-child,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,21,3,YES,0,2,NO,12100,6050,48400,N
327,276,100/300,1000,1724.09,0,MALE,PhD,craft-repair,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,23,3,YES,0,0,NO,5980,11960,47840,N
328,257,250/500,500,1379.93,0,MALE,MD,armed-forces,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,6,3,NO,0,2,YES,9420,4710,37680,Y
329,78,250/500,1000,1554.64,4000000,MALE,PhD,protective-serv,own-child,0,-27900,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,NO,1,0,NO,5060,10120,40480,Y
330,129,500/1000,1000,1377.94,0,MALE,Masters,machine-op-inspct,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,NO,2,3,NO,9920,4960,29760,N
331,283,500/1000,2000,1313.33,0,FEMALE,PhD,transport-moving,husband,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,NO,1,3,NO,7060,14120,56480,Y
332,85,250/500,500,1259.02,0,FEMALE,JD,tech-support,unmarried,67000,-53600,Parked Car,Rear Collision,Trivial Damage,None,8,1,NO,2,2,NO,940,940,3760,N
333,101,500/1000,1000,1371.88,0,FEMALE,MD,prof-specialty,husband,0,0,Parked Car,Rear Collision,Trivial Damage,None,4,1,NO,2,2,NO,580,580,2030,N
334,96,100/300,500,1399.27,6000000,MALE,College,prof-specialty,wife,38900,-48700,Single Vehicle Collision,Side Collision,Total Loss,Fire,22,1,NO,0,0,YES,0,6680,46760,N
335,121,500/1000,1000,1061.98,6000000,FEMALE,JD,armed-forces,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,16,1,NO,0,1,YES,7250,7250,50750,N
336,176,250/500,500,1365.46,4000000,MALE,College,armed-forces,unmarried,0,-56600,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,14,3,NO,2,1,NO,4920,4920,34440,N
337,159,500/1000,1000,894.4,0,MALE,Associate,tech-support,wife,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,YES,2,0,NO,7810,7810,54670,N
338,120,250/500,500,956.69,0,FEMALE,Associate,priv-house-serv,husband,39600,-64300,Single Vehicle Collision,Front Collision,Minor Damage,Other,20,1,NO,1,1,YES,8710,8710,69680,N
339,212,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,0,3,NO,1,3,NO,4580,4580,41220,N
340,290,100/300,500,1085.03,0,FEMALE,JD,sales,wife,0,-61000,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,YES,2,2,NO,12960,6480,45360,Y
341,299,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,wife,25000,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,13,1,YES,1,3,NO,12800,12800,44800,N
342,66,250/500,1000,988.29,0,MALE,College,armed-forces,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,8,1,NO,2,2,YES,0,10520,47340,Y
343,334,500/1000,500,1238.89,0,MALE,Masters,protective-serv,other-relative,0,0,Vehicle Theft,Rear Collision,Minor Damage,None,3,1,NO,0,3,NO,960,960,4320,N
344,216,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,16,1,NO,2,3,NO,16650,11100,38850,Y
345,86,100/300,2000,1595.07,0,MALE,PhD,transport-moving,unmarried,75800,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,YES,0,2,YES,11820,11820,47280,N
346,429,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,own-child,67400,-43800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,1,YES,2,0,YES,6580,6580,26320,N
347,257,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,12,1,NO,2,2,YES,10540,5270,47430,N
348,15,100/300,1000,1829.63,0,MALE,JD,tech-support,not-in-family,56700,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,21,3,YES,1,0,NO,12300,6150,49200,N
349,230,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,unmarried,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,0,1,NO,1,3,NO,14840,14840,44520,Y
350,250,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,own-child,47900,-73400,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,1,3,NO,12980,12980,38940,N
351,270,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,20,3,NO,1,0,NO,7180,3590,25130,Y
352,65,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,unmarried,0,-41500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,0,1,NO,1,3,NO,5220,10440,36540,N
353,475,100/300,500,1216.56,0,MALE,Masters,adm-clerical,own-child,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,20,1,NO,0,2,NO,6500,13000,58500,N
354,77,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,1,3,YES,0,0,NO,6720,6720,53760,N
355,256,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,unmarried,56700,-65600,Single Vehicle Collision,Rear Collision,Total Loss,Fire,11,1,NO,0,0,NO,11500,5750,46000,N
356,229,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,not-in-family,65600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,14,3,YES,1,1,YES,11460,5730,51570,N
357,110,250/500,1000,1573.93,0,MALE,College,other-service,other-relative,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,YES,0,2,NO,10840,10840,43360,N
358,177,100/300,1000,1609.67,0,MALE,College,adm-clerical,wife,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,22,1,NO,1,3,NO,20700,13800,48300,Y
359,292,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,12,1,NO,1,0,YES,6170,6170,49360,N
360,451,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,unmarried,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,3,3,YES,2,1,YES,15620,7810,54670,Y
361,61,100/300,500,922.67,0,FEMALE,College,priv-house-serv,other-relative,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,15,3,YES,2,1,NO,9360,9360,46800,Y
362,150,100/300,1000,1342.02,0,MALE,MD,prof-specialty,own-child,0,0,Parked Car,Rear Collision,Trivial Damage,None,8,1,YES,0,2,NO,450,450,3600,N
363,283,100/300,500,1195.01,0,FEMALE,Associate,sales,own-child,60700,-54300,Multi-vehicle Collision,Side Collision,Major Damage,Other,13,3,NO,0,2,NO,0,6100,36600,Y
364,291,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,own-child,0,-55300,Parked Car,Rear Collision,Minor Damage,Police,8,1,NO,2,2,YES,620,620,4340,Y
365,162,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,wife,30700,0,Parked Car,Rear Collision,Minor Damage,None,7,1,NO,0,0,NO,360,720,2520,Y
366,154,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,own-child,68500,0,Vehicle Theft,Rear Collision,Trivial Damage,None,9,1,NO,2,0,NO,280,280,2240,N
367,289,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,own-child,73000,-37900,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,15,1,NO,1,0,YES,6000,6000,42000,N
368,10,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,wife,0,-60700,Single Vehicle Collision,Side Collision,Minor Damage,Police,5,1,NO,0,2,NO,4450,8900,35600,Y
369,309,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,other-relative,69400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,15,4,YES,0,1,NO,15560,15560,46680,N
370,396,100/300,1000,1366.39,0,MALE,High School,protective-serv,other-relative,0,-22400,Multi-vehicle Collision,Front Collision,Major Damage,Other,22,3,YES,2,1,NO,11680,5840,35040,N
371,273,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,own-child,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,16,2,NO,1,2,YES,4010,8020,32080,N
372,129,500/1000,2000,927.23,0,FEMALE,PhD,sales,husband,51500,0,Single Vehicle Collision,Front Collision,Total Loss,Other,7,1,NO,1,3,NO,13520,6760,54080,N
373,140,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,wife,59000,0,Parked Car,Rear Collision,Minor Damage,None,2,1,YES,1,2,NO,680,680,4760,Y
374,419,500/1000,2000,736.07,6000000,MALE,College,transport-moving,unmarried,45700,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,4,NO,0,0,YES,5190,10380,46710,N
375,315,250/500,1000,974.16,6000000,FEMALE,Masters,sales,other-relative,0,-56800,Multi-vehicle Collision,Front Collision,Total Loss,Other,12,3,NO,1,0,YES,4860,4860,17010,N
376,72,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,own-child,0,-85900,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,9,1,NO,1,0,NO,6620,6620,52960,N
377,32,100/300,2000,1260.32,6000000,MALE,JD,other-service,not-in-family,0,-79800,Single Vehicle Collision,Side Collision,Total Loss,Fire,16,1,NO,1,2,NO,9100,4550,31850,N
378,230,100/300,1000,1464.03,0,MALE,JD,transport-moving,own-child,0,0,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,19,3,NO,2,0,NO,4420,4420,44200,N
379,157,100/300,2000,617.11,0,MALE,College,other-service,other-relative,0,-54100,Multi-vehicle Collision,Front Collision,Major Damage,Other,14,3,NO,1,2,NO,10160,5080,35560,Y
380,265,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,own-child,81800,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,18,3,NO,1,3,NO,4420,4420,35360,N
381,47,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,other-relative,64800,-24300,Single Vehicle Collision,Front Collision,Minor Damage,Police,23,1,YES,1,3,NO,11440,5720,45760,N
382,113,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,not-in-family,36100,-42300,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,15,3,NO,0,2,YES,5550,5550,38850,Y
383,289,250/500,2000,1209.07,0,MALE,JD,armed-forces,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,1,YES,0,1,YES,6270,6270,43890,Y
384,254,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,own-child,0,0,Single Vehicle Collision,Front Collision,Minor Damage,Police,16,1,NO,2,2,YES,18220,18220,63770,N
385,115,500/1000,500,1757.21,0,MALE,High School,prof-specialty,wife,46400,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,12,3,NO,1,0,YES,5460,5460,38220,N
386,236,250/500,1000,802.24,0,FEMALE,College,other-service,not-in-family,0,-62500,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,16,1,NO,0,1,NO,16710,5570,44560,N
387,7,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,wife,0,-45300,Single Vehicle Collision,Front Collision,Total Loss,Other,21,1,NO,1,2,NO,6940,6940,48580,N
388,208,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,wife,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,15,3,YES,0,1,NO,11420,11420,39970,N
389,126,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,own-child,36700,-73400,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,21,1,YES,1,2,NO,6770,6770,40620,N
390,48,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,unmarried,0,-51000,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,YES,0,2,NO,9680,4840,33880,N
391,297,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,other-relative,54900,-36700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,17,3,NO,0,0,NO,5720,5720,40040,N
392,160,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,husband,0,-36600,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,5,3,NO,2,1,NO,5170,10340,36190,N
393,406,250/500,2000,1117.04,0,MALE,MD,exec-managerial,own-child,0,-42700,Multi-vehicle Collision,Front Collision,Total Loss,Other,15,3,NO,1,2,NO,10920,5460,49140,N
394,157,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,own-child,40700,-41600,Multi-vehicle Collision,Rear Collision,Major Damage,Other,2,4,NO,2,2,NO,4770,9540,33390,Y
395,146,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,not-in-family,61400,-57500,Vehicle Theft,Rear Collision,Minor Damage,None,3,1,YES,2,0,NO,580,580,4060,N
396,409,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,unmarried,55600,0,Single Vehicle Collision,Side Collision,Major Damage,Other,19,1,NO,1,0,NO,6110,12220,54990,N
397,252,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,wife,0,-28800,Single Vehicle Collision,Front Collision,Minor Damage,Fire,17,1,YES,0,2,YES,14980,7490,52430,N
398,6,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,unmarried,0,-47400,Vehicle Theft,Rear Collision,Trivial Damage,Police,7,1,NO,0,1,YES,580,290,2320,N
399,103,100/300,1000,969.88,6000000,MALE,MD,armed-forces,own-child,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,21,1,NO,1,0,YES,12820,6410,57690,N
400,369,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,not-in-family,0,0,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,2,YES,1,3,NO,7090,14180,56720,N
401,261,500/1000,1000,1245.61,0,MALE,MD,transport-moving,own-child,0,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,11,1,YES,1,0,NO,9180,9180,41310,N
402,159,100/300,2000,1462.76,0,FEMALE,College,craft-repair,husband,69200,-36900,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,23,3,YES,2,0,NO,8160,4080,32640,Y
403,344,100/300,2000,1398.46,0,MALE,Associate,sales,other-relative,0,0,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,14,1,NO,0,2,NO,7530,15060,60240,N
404,437,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,unmarried,48800,0,Single Vehicle Collision,Front Collision,Minor Damage,Other,10,1,NO,1,3,NO,7680,15360,61440,Y
405,65,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,wife,0,-66300,Multi-vehicle Collision,Side Collision,Total Loss,Fire,6,3,NO,2,3,NO,15960,7980,55860,N
406,280,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,husband,29300,-64700,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,10,3,NO,0,3,YES,9640,9640,33740,N
407,269,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,wife,54800,-64100,Multi-vehicle Collision,Side Collision,Total Loss,Police,5,3,NO,0,0,NO,2200,4400,17600,N
408,275,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,unmarried,0,-45300,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,17,1,NO,1,3,YES,7860,7860,27510,N
409,265,250/500,500,972.5,0,FEMALE,College,exec-managerial,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,None,3,1,NO,2,3,NO,290,580,2320,N
410,283,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,not-in-family,0,-50400,Parked Car,Rear Collision,Minor Damage,None,9,1,NO,0,3,NO,1300,650,3900,N
411,84,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,not-in-family,0,-29900,Parked Car,Rear Collision,Trivial Damage,Police,6,1,YES,2,0,YES,620,1240,4960,N
412,247,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,not-in-family,64000,0,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,22,3,NO,2,2,NO,11580,11580,46320,N
413,56,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,own-child,0,0,Multi-vehicle Collision,Front Collision,Major Damage,Fire,10,3,NO,1,2,YES,7880,15760,70920,N
414,210,500/1000,1000,984.45,0,MALE,Associate,armed-forces,unmarried,0,0,Vehicle Theft,Rear Collision,Minor Damage,None,4,1,YES,1,2,NO,780,780,6240,N
415,108,500/1000,2000,1257.0,4000000,FEMALE,High School,machine-op-inspct,unmarried,63900,-43700,Single Vehicle Collision,Front Collision,Total Loss,Other,23,1,NO,1,3,NO,5570,11140,44560,N
416,328,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,wife,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,19,1,NO,0,2,YES,8930,8930,53580,N
417,186,250/500,2000,1628.0,0,FEMALE,JD,priv-house-serv,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,YES,1,2,YES,11120,5560,38920,N
418,277,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,unmarried,0,0,Vehicle Theft,Rear Collision,Trivial Damage,Police,6,1,NO,1,3,NO,1000,500,3500,N
419,138,250/500,500,1362.87,5000000,FEMALE,JD,exec-managerial,own-child,56900,-56900,Single Vehicle Collision,Side Collision,Minor Damage,Other,6,1,NO,2,0,NO,14740,14740,66330,N
420,208,100/300,1000,1134.68,0,FEMALE,College,tech-support,husband,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,NO,2,2,NO,6930,13860,48510,N
421,147,250/500,1000,1306.78,0,MALE,MD,prof-specialty,other-relative,0,0,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,22,1,NO,1,0,NO,13520,20280,47320,N
422,8,500/1000,500,1021.9,0,MALE,High School,handlers-cleaners,husband,0,0,Single Vehicle Collision,Front Collision,Major Damage,Other,21,1,NO,0,0,NO,14040,14040,63180,N
423,297,100/300,1000,1538.6,0,FEMALE,MD,other-service,wife,0,-54700,Single Vehicle Collision,Side Collision,Minor Damage,Fire,12,1,NO,0,0,NO,6060,12120,42420,N
424,150,500/1000,1000,1354.5,0,MALE,Masters,machine-op-inspct,husband,52800,0,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,6,3,NO,0,3,YES,6480,12960,45360,Y
425,4,500/1000,500,1282.93,0,FEMALE,College,exec-managerial,other-relative,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Police,0,4,NO,0,0,NO,6080,12160,48640,Y
426,210,500/1000,1000,1346.27,0,MALE,Masters,farming-fishing,not-in-family,44900,-91400,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,11,1,NO,0,2,NO,5820,5820,46560,N
427,91,100/300,1000,1338.4,4000000,FEMALE,High School,priv-house-serv,own-child,63600,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,19,1,NO,1,0,NO,6730,6730,47110,N
428,167,100/300,1000,949.44,0,FEMALE,Masters,exec-managerial,other-relative,0,-38400,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,22,3,NO,0,0,NO,8710,8710,52260,Y
429,467,500/1000,2000,977.4,0,MALE,Masters,transport-moving,own-child,82200,0,Single Vehicle Collision,Front Collision,Total Loss,Fire,2,1,YES,2,3,NO,5570,11140,38990,N
430,264,250/500,2000,1181.46,10000000,FEMALE,JD,transport-moving,other-relative,0,-67400,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,16,4,YES,1,2,YES,5670,5670,51030,N
